fecha,barra,costo_marginal_usd_mwh
2026-01-05 20:00:00,Charrua220,50.75
2026-01-05 20:00:00,Alto Jahuel220,52.65
2026-01-05 20:00:00,Cardones220,31.42
2026-01-05 20:00:00,Ancoa220,63.72
2026-01-05 21:00:00,Crucero220,60.98
2026-01-05 21:00:00,Charrua220,50.59
2026-01-05 21:00:00,Alto Jahuel220,48.3
2026-01-05 21:00:00,Cardones220,41.88
2026-01-05 21:00:00,Ancoa220,70.89
2026-01-05 22:00:00,Crucero220,35.22
2026-01-05 22:00:00,Charrua220,61.99
2026-01-05 22:00:00,Alto Jahuel220,69.57
2026-01-05 22:00:00,Cardones220,26.79
2026-01-05 22:00:00,Ancoa220,47.75
2026-01-05 23:00:00,Crucero220,41.61
2026-01-05 23:00:00,Charrua220,55.84
2026-01-05 23:00:00,Alto Jahuel220,61.5
2026-01-05 23:00:00,Cardones220,41.93
2026-01-05 23:00:00,Ancoa220,43.8
2026-01-06 00:00:00,Crucero220,49.12
2026-01-06 00:00:00,Charrua220,55.38
2026-01-06 00:00:00,Alto Jahuel220,65.2
2026-01-06 00:00:00,Cardones220,34.98
2026-01-06 00:00:00,Ancoa220,52.91
2026-01-06 01:00:00,Crucero220,49.33
2026-01-06 01:00:00,Charrua220,66.1
2026-01-06 01:00:00,Alto Jahuel220,58.58
2026-01-06 01:00:00,Cardones220,26.52
2026-01-06 01:00:00,Ancoa220,62.3
2026-01-06 02:00:00,Crucero220,36.73
2026-01-06 02:00:00,Charrua220,61.88
2026-01-06 02:00:00,Alto Jahuel220,43.61
2026-01-06 02:00:00,Cardones220,43.57
2026-01-06 02:00:00,Ancoa220,51.55
2026-01-06 03:00:00,Crucero220,34.74
2026-01-06 03:00:00,Charrua220,65.71
2026-01-06 03:00:00,Alto Jahuel220,56.93
2026-01-06 03:00:00,Cardones220,35.09
2026-01-06 03:00:00,Ancoa220,69.61
2026-01-06 04:00:00,Crucero220,41.47
2026-01-06 04:00:00,Charrua220,60.26
2026-01-06 04:00:00,Alto Jahuel220,57.15
2026-01-06 04:00:00,Cardones220,35.04
2026-01-06 04:00:00,Ancoa220,61.77
2026-01-06 05:00:00,Crucero220,40.73
2026-01-06 05:00:00,Charrua220,56.71
2026-01-06 05:00:00,Alto Jahuel220,65.9
2026-01-06 05:00:00,Cardones220,31.68
2026-01-06 05:00:00,Ancoa220,38.7
2026-01-06 06:00:00,Crucero220,57.89
2026-01-06 06:00:00,Charrua220,80.39
2026-01-06 06:00:00,Alto Jahuel220,51.76
2026-01-06 06:00:00,Cardones220,24.51
2026-01-06 06:00:00,Ancoa220,55.52
2026-01-06 07:00:00,Crucero220,42.71
2026-01-06 07:00:00,Charrua220,58.48
2026-01-06 07:00:00,Alto Jahuel220,46.09
2026-01-06 07:00:00,Cardones220,44.64
2026-01-06 07:00:00,Ancoa220,62.2
2026-01-06 08:00:00,Crucero220,33.04
2026-01-06 08:00:00,Charrua220,65.59
2026-01-06 08:00:00,Alto Jahuel220,71.42
2026-01-06 08:00:00,Cardones220,41.38
2026-01-06 08:00:00,Ancoa220,55.3
2026-01-06 09:00:00,Crucero220,43.86
2026-01-06 09:00:00,Charrua220,64.92
2026-01-06 09:00:00,Alto Jahuel220,41.15
2026-01-06 09:00:00,Cardones220,41.32
2026-01-06 09:00:00,Ancoa220,54.88
2026-01-06 10:00:00,Crucero220,59.78
2026-01-06 10:00:00,Charrua220,58.61
2026-01-06 10:00:00,Alto Jahuel220,68.34
2026-01-06 10:00:00,Cardones220,31.17
2026-01-06 10:00:00,Ancoa220,62.7
2026-01-06 11:00:00,Crucero220,47.56
2026-01-06 11:00:00,Charrua220,53.05
2026-01-06 11:00:00,Alto Jahuel220,56.42
2026-01-06 11:00:00,Cardones220,49.7
2026-01-06 11:00:00,Ancoa220,55.41
2026-01-06 12:00:00,Crucero220,31.46
2026-01-06 12:00:00,Charrua220,59.86
2026-01-06 12:00:00,Alto Jahuel220,47.78
2026-01-06 12:00:00,Cardones220,37.26
2026-01-06 12:00:00,Ancoa220,57.35
2026-01-06 13:00:00,Crucero220,31.35
2026-01-06 13:00:00,Charrua220,47.07
2026-01-06 13:00:00,Alto Jahuel220,58.86
2026-01-06 13:00:00,Cardones220,35.82
2026-01-06 13:00:00,Ancoa220,37.48
2026-01-06 14:00:00,Crucero220,51.28
2026-01-06 14:00:00,Charrua220,62.18
2026-01-06 14:00:00,Alto Jahuel220,49.29
2026-01-06 14:00:00,Cardones220,29.47
2026-01-06 14:00:00,Ancoa220,64.69
2026-01-06 15:00:00,Crucero220,47.79
2026-01-06 15:00:00,Charrua220,79.06
2026-01-06 15:00:00,Alto Jahuel220,58.36
2026-01-06 15:00:00,Cardones220,43.1
2026-01-06 15:00:00,Ancoa220,56.66
2026-01-06 16:00:00,Crucero220,51.53
2026-01-06 16:00:00,Charrua220,65.0
2026-01-06 16:00:00,Alto Jahuel220,65.01
2026-01-06 16:00:00,Cardones220,35.83
2026-01-06 16:00:00,Ancoa220,54.52
2026-01-06 17:00:00,Crucero220,41.17
2026-01-06 17:00:00,Charrua220,66.33
2026-01-06 17:00:00,Alto Jahuel220,66.99
2026-01-06 17:00:00,Cardones220,36.33
2026-01-06 17:00:00,Ancoa220,54.6
2026-01-06 18:00:00,Crucero220,47.51
2026-01-06 18:00:00,Charrua220,58.03
2026-01-06 18:00:00,Alto Jahuel220,62.62
2026-01-06 18:00:00,Cardones220,21.99
2026-01-06 18:00:00,Ancoa220,51.39
2026-01-06 19:00:00,Crucero220,38.74
2026-01-06 19:00:00,Charrua220,41.44
2026-01-06 19:00:00,Alto Jahuel220,47.29
2026-01-06 19:00:00,Cardones220,32.68
2026-01-06 19:00:00,Ancoa220,56.39
2026-01-06 20:00:00,Crucero220,53.9
2026-01-06 20:00:00,Charrua220,58.04
2026-01-06 20:00:00,Alto Jahuel220,46.75
2026-01-06 20:00:00,Cardones220,39.54
2026-01-06 20:00:00,Ancoa220,66.39
2026-01-06 21:00:00,Crucero220,37.19
2026-01-06 21:00:00,Charrua220,52.72
2026-01-06 21:00:00,Alto Jahuel220,59.47
2026-01-06 21:00:00,Cardones220,38.23
2026-01-06 21:00:00,Ancoa220,63.18
2026-01-06 22:00:00,Crucero220,44.89
2026-01-06 22:00:00,Charrua220,65.61
2026-01-06 22:00:00,Alto Jahuel220,46.72
2026-01-06 22:00:00,Cardones220,39.9
2026-01-06 22:00:00,Ancoa220,56.31
2026-01-06 23:00:00,Crucero220,35.27
2026-01-06 23:00:00,Charrua220,47.49
2026-01-06 23:00:00,Alto Jahuel220,60.49
2026-01-06 23:00:00,Cardones220,37.19
2026-01-06 23:00:00,Ancoa220,49.82
2026-01-07 00:00:00,Crucero220,44.23
2026-01-07 00:00:00,Charrua220,69.02
2026-01-07 00:00:00,Alto Jahuel220,36.75
2026-01-07 00:00:00,Cardones220,28.03
2026-01-07 00:00:00,Ancoa220,50.62
2026-01-07 01:00:00,Crucero220,56.69
2026-01-07 01:00:00,Charrua220,62.26
2026-01-07 01:00:00,Alto Jahuel220,61.14
2026-01-07 01:00:00,Cardones220,30.88
2026-01-07 01:00:00,Ancoa220,49.04
2026-01-07 02:00:00,Crucero220,48.58
2026-01-07 02:00:00,Charrua220,60.47
2026-01-07 02:00:00,Alto Jahuel220,59.39
2026-01-07 02:00:00,Cardones220,38.5
2026-01-07 02:00:00,Ancoa220,60.23
2026-01-07 03:00:00,Crucero220,46.26
2026-01-07 03:00:00,Charrua220,66.22
2026-01-07 03:00:00,Alto Jahuel220,61.46
2026-01-07 03:00:00,Cardones220,27.04
2026-01-07 03:00:00,Ancoa220,40.02
2026-01-07 04:00:00,Crucero220,53.01
2026-01-07 04:00:00,Charrua220,69.5
2026-01-07 04:00:00,Alto Jahuel220,46.84
2026-01-07 04:00:00,Cardones220,25.12
2026-01-07 04:00:00,Ancoa220,58.79
2026-01-07 05:00:00,Crucero220,52.45
2026-01-07 05:00:00,Charrua220,74.38
2026-01-07 05:00:00,Alto Jahuel220,59.13
2026-01-07 05:00:00,Cardones220,37.03
2026-01-07 05:00:00,Ancoa220,50.85
2026-01-07 06:00:00,Crucero220,45.09
2026-01-07 06:00:00,Charrua220,57.61
2026-01-07 06:00:00,Alto Jahuel220,46.88
2026-01-07 06:00:00,Cardones220,56.39
2026-01-07 06:00:00,Ancoa220,72.28
2026-01-07 07:00:00,Crucero220,54.09
2026-01-07 07:00:00,Charrua220,52.63
2026-01-07 07:00:00,Alto Jahuel220,61.84
2026-01-07 07:00:00,Cardones220,45.12
2026-01-07 07:00:00,Ancoa220,61.54
2026-01-07 08:00:00,Crucero220,55.0
2026-01-07 08:00:00,Charrua220,65.08
2026-01-07 08:00:00,Alto Jahuel220,60.92
2026-01-07 08:00:00,Cardones220,45.1
2026-01-07 08:00:00,Ancoa220,60.73
2026-01-07 09:00:00,Crucero220,30.73
2026-01-07 09:00:00,Charrua220,60.67
2026-01-07 09:00:00,Alto Jahuel220,50.55
2026-01-07 09:00:00,Cardones220,29.76
2026-01-07 09:00:00,Ancoa220,71.45
2026-01-07 10:00:00,Crucero220,58.83
2026-01-07 10:00:00,Charrua220,70.87
2026-01-07 10:00:00,Alto Jahuel220,57.04
2026-01-07 10:00:00,Cardones220,50.81
2026-01-07 10:00:00,Ancoa220,58.1
2026-01-07 11:00:00,Crucero220,46.62
2026-01-07 11:00:00,Charrua220,51.25
2026-01-07 11:00:00,Alto Jahuel220,58.18
2026-01-07 11:00:00,Cardones220,40.48
2026-01-07 11:00:00,Ancoa220,47.58
2026-01-07 12:00:00,Crucero220,44.59
2026-01-07 12:00:00,Charrua220,59.36
2026-01-07 12:00:00,Alto Jahuel220,69.38
2026-01-07 12:00:00,Cardones220,47.15
2026-01-07 12:00:00,Ancoa220,58.09
2026-01-07 13:00:00,Crucero220,46.99
2026-01-07 13:00:00,Charrua220,60.35
2026-01-07 13:00:00,Alto Jahuel220,53.38
2026-01-07 13:00:00,Cardones220,31.34
2026-01-07 13:00:00,Ancoa220,56.79
2026-01-07 14:00:00,Crucero220,39.03
2026-01-07 14:00:00,Charrua220,50.0
2026-01-07 14:00:00,Alto Jahuel220,59.09
2026-01-07 14:00:00,Cardones220,43.13
2026-01-07 14:00:00,Ancoa220,43.71
2026-01-07 15:00:00,Crucero220,44.02
2026-01-07 15:00:00,Charrua220,67.97
2026-01-07 15:00:00,Alto Jahuel220,63.47
2026-01-07 15:00:00,Cardones220,48.21
2026-01-07 15:00:00,Ancoa220,58.31
2026-01-07 16:00:00,Crucero220,38.24
2026-01-07 16:00:00,Charrua220,51.33
2026-01-07 16:00:00,Alto Jahuel220,57.76
2026-01-07 16:00:00,Cardones220,43.03
2026-01-07 16:00:00,Ancoa220,68.3
2026-01-07 17:00:00,Crucero220,53.8
2026-01-07 17:00:00,Charrua220,58.94
2026-01-07 17:00:00,Alto Jahuel220,45.05
2026-01-07 17:00:00,Cardones220,37.45
2026-01-07 17:00:00,Ancoa220,59.74
2026-01-07 18:00:00,Crucero220,43.38
2026-01-07 18:00:00,Charrua220,55.38
2026-01-07 18:00:00,Alto Jahuel220,57.02
2026-01-07 18:00:00,Cardones220,35.97
2026-01-07 18:00:00,Ancoa220,52.98
2026-01-07 19:00:00,Crucero220,47.49
2026-01-07 19:00:00,Charrua220,56.78
2026-01-07 19:00:00,Alto Jahuel220,56.95
2026-01-07 19:00:00,Cardones220,42.19
2026-01-07 19:00:00,Ancoa220,48.88
2026-01-07 20:00:00,Crucero220,41.15
2026-01-07 20:00:00,Charrua220,71.5
2026-01-07 20:00:00,Alto Jahuel220,45.7
2026-01-07 20:00:00,Cardones220,23.07
2026-01-07 20:00:00,Ancoa220,43.11
2026-01-07 21:00:00,Crucero220,45.23
2026-01-07 21:00:00,Charrua220,60.25
2026-01-07 21:00:00,Alto Jahuel220,54.06
2026-01-07 21:00:00,Cardones220,49.71
2026-01-07 21:00:00,Ancoa220,36.62
2026-01-07 22:00:00,Crucero220,48.17
2026-01-07 22:00:00,Charrua220,72.49
2026-01-07 22:00:00,Alto Jahuel220,45.98
2026-01-07 22:00:00,Cardones220,36.96
2026-01-07 22:00:00,Ancoa220,51.98
2026-01-07 23:00:00,Crucero220,37.85
2026-01-07 23:00:00,Charrua220,57.39
2026-01-07 23:00:00,Alto Jahuel220,66.42
2026-01-07 23:00:00,Cardones220,54.7
2026-01-07 23:00:00,Ancoa220,55.31
2026-01-08 00:00:00,Crucero220,60.24
2026-01-08 00:00:00,Charrua220,60.28
2026-01-08 00:00:00,Alto Jahuel220,69.03
2026-01-08 00:00:00,Cardones220,39.25
2026-01-08 00:00:00,Ancoa220,59.05
2026-01-08 01:00:00,Crucero220,47.92
2026-01-08 01:00:00,Charrua220,85.43
2026-01-08 01:00:00,Alto Jahuel220,61.81
2026-01-08 01:00:00,Cardones220,34.34
2026-01-08 01:00:00,Ancoa220,65.75
2026-01-08 02:00:00,Crucero220,42.11
2026-01-08 02:00:00,Charrua220,56.08
2026-01-08 02:00:00,Alto Jahuel220,62.27
2026-01-08 02:00:00,Cardones220,40.25
2026-01-08 02:00:00,Ancoa220,60.23
2026-01-08 03:00:00,Crucero220,45.11
2026-01-08 03:00:00,Charrua220,62.69
2026-01-08 03:00:00,Alto Jahuel220,58.4
2026-01-08 03:00:00,Cardones220,24.5
2026-01-08 03:00:00,Ancoa220,63.33
2026-01-08 04:00:00,Crucero220,37.14
2026-01-08 04:00:00,Charrua220,48.46
2026-01-08 04:00:00,Alto Jahuel220,54.53
2026-01-08 04:00:00,Cardones220,40.67
2026-01-08 04:00:00,Ancoa220,52.45
2026-01-08 05:00:00,Crucero220,51.65
2026-01-08 05:00:00,Charrua220,49.26
2026-01-08 05:00:00,Alto Jahuel220,51.74
2026-01-08 05:00:00,Cardones220,35.32
2026-01-08 05:00:00,Ancoa220,57.63
2026-01-08 06:00:00,Crucero220,47.23
2026-01-08 06:00:00,Charrua220,51.94
2026-01-08 06:00:00,Alto Jahuel220,60.79
2026-01-08 06:00:00,Cardones220,40.5
2026-01-08 06:00:00,Ancoa220,42.86
2026-01-08 07:00:00,Crucero220,29.33
2026-01-08 07:00:00,Charrua220,59.9
2026-01-08 07:00:00,Alto Jahuel220,53.23
2026-01-08 07:00:00,Cardones220,39.17
2026-01-08 07:00:00,Ancoa220,57.78
2026-01-08 08:00:00,Crucero220,46.8
2026-01-08 08:00:00,Charrua220,67.58
2026-01-08 08:00:00,Alto Jahuel220,46.11
2026-01-08 08:00:00,Cardones220,30.62
2026-01-08 08:00:00,Ancoa220,49.25
2026-01-08 09:00:00,Crucero220,47.31
2026-01-08 09:00:00,Charrua220,69.96
2026-01-08 09:00:00,Alto Jahuel220,51.55
2026-01-08 09:00:00,Cardones220,19.99
2026-01-08 09:00:00,Ancoa220,44.37
2026-01-08 10:00:00,Crucero220,38.34
2026-01-08 10:00:00,Charrua220,55.54
2026-01-08 10:00:00,Alto Jahuel220,51.73
2026-01-08 10:00:00,Cardones220,40.31
2026-01-08 10:00:00,Ancoa220,55.51
2026-01-08 11:00:00,Crucero220,53.39
2026-01-08 11:00:00,Charrua220,54.59
2026-01-08 11:00:00,Alto Jahuel220,48.1
2026-01-08 11:00:00,Cardones220,43.83
2026-01-08 11:00:00,Ancoa220,45.71
2026-01-08 12:00:00,Crucero220,48.12
2026-01-08 12:00:00,Charrua220,60.82
2026-01-08 12:00:00,Alto Jahuel220,53.82
2026-01-08 12:00:00,Cardones220,52.71
2026-01-08 12:00:00,Ancoa220,53.02
2026-01-08 13:00:00,Crucero220,61.48
2026-01-08 13:00:00,Charrua220,58.2
2026-01-08 13:00:00,Alto Jahuel220,44.78
2026-01-08 13:00:00,Cardones220,40.56
2026-01-08 13:00:00,Ancoa220,49.39
2026-01-08 14:00:00,Crucero220,38.99
2026-01-08 14:00:00,Charrua220,63.18
2026-01-08 14:00:00,Alto Jahuel220,59.44
2026-01-08 14:00:00,Cardones220,35.02
2026-01-08 14:00:00,Ancoa220,65.9
2026-01-08 15:00:00,Crucero220,54.26
2026-01-08 15:00:00,Charrua220,71.49
2026-01-08 15:00:00,Alto Jahuel220,59.24
2026-01-08 15:00:00,Cardones220,50.91
2026-01-08 15:00:00,Ancoa220,42.95
2026-01-08 16:00:00,Crucero220,42.46
2026-01-08 16:00:00,Charrua220,53.06
2026-01-08 16:00:00,Alto Jahuel220,55.95
2026-01-08 16:00:00,Cardones220,35.43
2026-01-08 16:00:00,Ancoa220,56.67
2026-01-08 17:00:00,Crucero220,60.06
2026-01-08 17:00:00,Charrua220,58.64
2026-01-08 17:00:00,Alto Jahuel220,58.31
2026-01-08 17:00:00,Cardones220,38.14
2026-01-08 17:00:00,Ancoa220,58.61
2026-01-08 18:00:00,Crucero220,45.05
2026-01-08 18:00:00,Charrua220,63.59
2026-01-08 18:00:00,Alto Jahuel220,64.32
2026-01-08 18:00:00,Cardones220,53.18
2026-01-08 18:00:00,Ancoa220,60.48
2026-01-08 19:00:00,Crucero220,49.72
2026-01-08 19:00:00,Charrua220,50.79
2026-01-08 19:00:00,Alto Jahuel220,54.3
2026-01-08 19:00:00,Cardones220,47.52
2026-01-08 19:00:00,Ancoa220,64.93
2026-01-08 20:00:00,Crucero220,46.69
2026-01-08 20:00:00,Charrua220,67.09
2026-01-08 20:00:00,Alto Jahuel220,58.93
2026-01-08 20:00:00,Cardones220,49.6
2026-01-08 20:00:00,Ancoa220,60.31
2026-01-08 21:00:00,Crucero220,42.15
2026-01-08 21:00:00,Charrua220,62.69
2026-01-08 21:00:00,Alto Jahuel220,31.56
2026-01-08 21:00:00,Cardones220,43.06
2026-01-08 21:00:00,Ancoa220,28.81
2026-01-08 22:00:00,Crucero220,31.21
2026-01-08 22:00:00,Charrua220,63.61
2026-01-08 22:00:00,Alto Jahuel220,58.82
2026-01-08 22:00:00,Cardones220,30.7
2026-01-08 22:00:00,Ancoa220,52.3
2026-01-08 23:00:00,Crucero220,55.96
2026-01-08 23:00:00,Charrua220,56.13
2026-01-08 23:00:00,Alto Jahuel220,72.94
2026-01-08 23:00:00,Cardones220,39.98
2026-01-08 23:00:00,Ancoa220,61.26
2026-01-09 00:00:00,Crucero220,57.93
2026-01-09 00:00:00,Charrua220,61.05
2026-01-09 00:00:00,Alto Jahuel220,46.98
2026-01-09 00:00:00,Cardones220,39.12
2026-01-09 00:00:00,Ancoa220,57.72
2026-01-09 01:00:00,Crucero220,34.08
2026-01-09 01:00:00,Charrua220,57.95
2026-01-09 01:00:00,Alto Jahuel220,49.06
2026-01-09 01:00:00,Cardones220,47.39
2026-01-09 01:00:00,Ancoa220,58.28
2026-01-09 02:00:00,Crucero220,42.74
2026-01-09 02:00:00,Charrua220,59.15
2026-01-09 02:00:00,Alto Jahuel220,56.78
2026-01-09 02:00:00,Cardones220,44.93
2026-01-09 02:00:00,Ancoa220,50.0
2026-01-09 03:00:00,Crucero220,36.67
2026-01-09 03:00:00,Charrua220,68.84
2026-01-09 03:00:00,Alto Jahuel220,51.7
2026-01-09 03:00:00,Cardones220,28.67
2026-01-09 03:00:00,Ancoa220,61.55
2026-01-09 04:00:00,Crucero220,48.71
2026-01-09 04:00:00,Charrua220,47.75
2026-01-09 04:00:00,Alto Jahuel220,56.84
2026-01-09 04:00:00,Cardones220,45.88
2026-01-09 04:00:00,Ancoa220,61.0
2026-01-09 05:00:00,Crucero220,50.06
2026-01-09 05:00:00,Charrua220,48.77
2026-01-09 05:00:00,Alto Jahuel220,57.65
2026-01-09 05:00:00,Cardones220,37.58
2026-01-09 05:00:00,Ancoa220,54.14
2026-01-09 06:00:00,Crucero220,51.96
2026-01-09 06:00:00,Charrua220,71.83
2026-01-09 06:00:00,Alto Jahuel220,69.35
2026-01-09 06:00:00,Cardones220,50.52
2026-01-09 06:00:00,Ancoa220,57.12
2026-01-09 07:00:00,Crucero220,47.82
2026-01-09 07:00:00,Charrua220,66.13
2026-01-09 07:00:00,Alto Jahuel220,55.97
2026-01-09 07:00:00,Cardones220,41.05
2026-01-09 07:00:00,Ancoa220,64.59
2026-01-09 08:00:00,Crucero220,44.53
2026-01-09 08:00:00,Charrua220,54.17
2026-01-09 08:00:00,Alto Jahuel220,51.68
2026-01-09 08:00:00,Cardones220,45.07
2026-01-09 08:00:00,Ancoa220,58.02
2026-01-09 09:00:00,Crucero220,47.72
2026-01-09 09:00:00,Charrua220,65.36
2026-01-09 09:00:00,Alto Jahuel220,52.0
2026-01-09 09:00:00,Cardones220,46.05
2026-01-09 09:00:00,Ancoa220,61.03
2026-01-09 10:00:00,Crucero220,35.12
2026-01-09 10:00:00,Charrua220,71.54
2026-01-09 10:00:00,Alto Jahuel220,50.99
2026-01-09 10:00:00,Cardones220,26.76
2026-01-09 10:00:00,Ancoa220,49.64
2026-01-09 11:00:00,Crucero220,36.83
2026-01-09 11:00:00,Charrua220,60.42
2026-01-09 11:00:00,Alto Jahuel220,52.81
2026-01-09 11:00:00,Cardones220,37.31
2026-01-09 11:00:00,Ancoa220,62.96
2026-01-09 12:00:00,Crucero220,47.72
2026-01-09 12:00:00,Charrua220,62.53
2026-01-09 12:00:00,Alto Jahuel220,58.28
2026-01-09 12:00:00,Cardones220,44.93
2026-01-09 12:00:00,Ancoa220,41.14
2026-01-09 13:00:00,Crucero220,42.08
2026-01-09 13:00:00,Charrua220,42.56
2026-01-09 13:00:00,Alto Jahuel220,55.29
2026-01-09 13:00:00,Cardones220,39.96
2026-01-09 13:00:00,Ancoa220,66.36
2026-01-09 14:00:00,Crucero220,54.5
2026-01-09 14:00:00,Charrua220,61.62
2026-01-09 14:00:00,Alto Jahuel220,51.0
2026-01-09 14:00:00,Cardones220,43.88
2026-01-09 14:00:00,Ancoa220,53.78
2026-01-09 15:00:00,Crucero220,44.99
2026-01-09 15:00:00,Charrua220,67.89
2026-01-09 15:00:00,Alto Jahuel220,50.54
2026-01-09 15:00:00,Cardones220,46.45
2026-01-09 15:00:00,Ancoa220,63.42
2026-01-09 16:00:00,Crucero220,37.36
2026-01-09 16:00:00,Charrua220,67.79
2026-01-09 16:00:00,Alto Jahuel220,60.59
2026-01-09 16:00:00,Cardones220,40.82
2026-01-09 16:00:00,Ancoa220,51.9
2026-01-09 17:00:00,Crucero220,38.13
2026-01-09 17:00:00,Charrua220,55.7
2026-01-09 17:00:00,Alto Jahuel220,59.34
2026-01-09 17:00:00,Cardones220,32.35
2026-01-09 17:00:00,Ancoa220,61.5
2026-01-09 18:00:00,Crucero220,35.07
2026-01-09 18:00:00,Charrua220,58.37
2026-01-09 18:00:00,Alto Jahuel220,55.88
2026-01-09 18:00:00,Cardones220,59.56
2026-01-09 18:00:00,Ancoa220,46.98
2026-01-09 19:00:00,Crucero220,56.78
2026-01-09 19:00:00,Charrua220,61.2
2026-01-09 19:00:00,Alto Jahuel220,58.29
2026-01-09 19:00:00,Cardones220,40.95
2026-01-09 19:00:00,Ancoa220,61.56
2026-01-09 20:00:00,Crucero220,43.77
2026-01-09 20:00:00,Charrua220,71.63
2026-01-09 20:00:00,Alto Jahuel220,51.35
2026-01-09 20:00:00,Cardones220,49.06
2026-01-09 20:00:00,Ancoa220,52.85
2026-01-09 21:00:00,Crucero220,44.52
2026-01-09 21:00:00,Charrua220,51.42
2026-01-09 21:00:00,Alto Jahuel220,58.64
2026-01-09 21:00:00,Cardones220,51.56
2026-01-09 21:00:00,Ancoa220,57.38
2026-01-09 22:00:00,Crucero220,43.42
2026-01-09 22:00:00,Charrua220,51.08
2026-01-09 22:00:00,Alto Jahuel220,53.17
2026-01-09 22:00:00,Cardones220,27.26
2026-01-09 22:00:00,Ancoa220,50.7
2026-01-09 23:00:00,Crucero220,46.81
2026-01-09 23:00:00,Charrua220,70.55
2026-01-09 23:00:00,Alto Jahuel220,77.47
2026-01-09 23:00:00,Cardones220,35.31
2026-01-09 23:00:00,Ancoa220,69.48
2026-01-10 00:00:00,Crucero220,46.95
2026-01-10 00:00:00,Charrua220,58.79
2026-01-10 00:00:00,Alto Jahuel220,58.46
2026-01-10 00:00:00,Cardones220,40.5
2026-01-10 00:00:00,Ancoa220,58.88
2026-01-10 01:00:00,Crucero220,41.73
2026-01-10 01:00:00,Charrua220,48.82
2026-01-10 01:00:00,Alto Jahuel220,42.65
2026-01-10 01:00:00,Cardones220,45.23
2026-01-10 01:00:00,Ancoa220,55.79
2026-01-10 02:00:00,Crucero220,40.23
2026-01-10 02:00:00,Charrua220,60.07
2026-01-10 02:00:00,Alto Jahuel220,61.36
2026-01-10 02:00:00,Cardones220,41.44
2026-01-10 02:00:00,Ancoa220,52.75
2026-01-10 03:00:00,Crucero220,54.81
2026-01-10 03:00:00,Charrua220,72.63
2026-01-10 03:00:00,Alto Jahuel220,58.96
2026-01-10 03:00:00,Cardones220,47.79
2026-01-10 03:00:00,Ancoa220,67.94
2026-01-10 04:00:00,Crucero220,54.04
2026-01-10 04:00:00,Charrua220,64.91
2026-01-10 04:00:00,Alto Jahuel220,59.79
2026-01-10 04:00:00,Cardones220,44.16
2026-01-10 04:00:00,Ancoa220,49.22
2026-01-10 05:00:00,Crucero220,50.61
2026-01-10 05:00:00,Charrua220,49.15
2026-01-10 05:00:00,Alto Jahuel220,48.64
2026-01-10 05:00:00,Cardones220,50.43
2026-01-10 05:00:00,Ancoa220,64.72
2026-01-10 06:00:00,Crucero220,56.9
2026-01-10 06:00:00,Charrua220,57.83
2026-01-10 06:00:00,Alto Jahuel220,45.78
2026-01-10 06:00:00,Cardones220,38.08
2026-01-10 06:00:00,Ancoa220,58.82
2026-01-10 07:00:00,Crucero220,45.63
2026-01-10 07:00:00,Charrua220,69.07
2026-01-10 07:00:00,Alto Jahuel220,52.11
2026-01-10 07:00:00,Cardones220,42.82
2026-01-10 07:00:00,Ancoa220,50.09
2026-01-10 08:00:00,Crucero220,48.6
2026-01-10 08:00:00,Charrua220,60.02
2026-01-10 08:00:00,Alto Jahuel220,49.0
2026-01-10 08:00:00,Cardones220,38.11
2026-01-10 08:00:00,Ancoa220,56.53
2026-01-10 09:00:00,Crucero220,42.84
2026-01-10 09:00:00,Charrua220,74.17
2026-01-10 09:00:00,Alto Jahuel220,54.21
2026-01-10 09:00:00,Cardones220,38.05
2026-01-10 09:00:00,Ancoa220,41.22
2026-01-10 10:00:00,Crucero220,37.85
2026-01-10 10:00:00,Charrua220,57.9
2026-01-10 10:00:00,Alto Jahuel220,49.51
2026-01-10 10:00:00,Cardones220,51.05
2026-01-10 10:00:00,Ancoa220,56.68
2026-01-10 11:00:00,Crucero220,55.31
2026-01-10 11:00:00,Charrua220,60.49
2026-01-10 11:00:00,Alto Jahuel220,55.3
2026-01-10 11:00:00,Cardones220,39.29
2026-01-10 11:00:00,Ancoa220,58.03
2026-01-10 12:00:00,Crucero220,58.75
2026-01-10 12:00:00,Charrua220,41.44
2026-01-10 12:00:00,Alto Jahuel220,38.99
2026-01-10 12:00:00,Cardones220,35.65
2026-01-10 12:00:00,Ancoa220,58.12
2026-01-10 13:00:00,Crucero220,50.52
2026-01-10 13:00:00,Charrua220,63.78
2026-01-10 13:00:00,Alto Jahuel220,51.93
2026-01-10 13:00:00,Cardones220,48.15
2026-01-10 13:00:00,Ancoa220,66.24
2026-01-10 14:00:00,Crucero220,46.47
2026-01-10 14:00:00,Charrua220,67.7
2026-01-10 14:00:00,Alto Jahuel220,57.18
2026-01-10 14:00:00,Cardones220,35.51
2026-01-10 14:00:00,Ancoa220,63.58
2026-01-10 15:00:00,Crucero220,45.88
2026-01-10 15:00:00,Charrua220,60.01
2026-01-10 15:00:00,Alto Jahuel220,66.78
2026-01-10 15:00:00,Cardones220,20.39
2026-01-10 15:00:00,Ancoa220,46.66
2026-01-10 16:00:00,Crucero220,35.5
2026-01-10 16:00:00,Charrua220,57.09
2026-01-10 16:00:00,Alto Jahuel220,52.96
